Bit Widths,Accuracy,Std. Dev.,Average Bit Width,Estimated Bit Operation Precision
"[2, 8, 4, 8, 8, 2, 2, 8, 2]",33.60000103712082,6.873621295420741,4.888888888888889,2.3505116693333337
"[2, 8, 4, 8, 8, 2, 2, 8, 4]",58.13333590825399,7.5017053468121375,5.111111111111111,2.3509095893333334
"[2, 8, 4, 8, 8, 2, 2, 8, 8]",49.200002352396645,3.131558800126111,5.555555555555555,2.3517054293333337
"[2, 8, 4, 8, 8, 2, 4, 2, 2]",37.90000180403391,3.8183766296465165,4.444444444444445,2.3529380373333333
"[2, 8, 4, 8, 8, 2, 4, 2, 4]",54.60000236829122,11.050188849778705,4.666666666666667,2.3533359573333335
"[2, 8, 4, 8, 8, 2, 4, 2, 8]",48.93333514531454,3.635321685075075,5.111111111111111,2.3541317973333333
"[2, 8, 4, 8, 8, 2, 4, 4, 2]",39.26666776339213,3.065217642940191,4.666666666666667,2.3529380373333333
"[2, 8, 4, 8, 8, 2, 4, 4, 4]",62.43333617846171,2.0821996651028463,4.888888888888889,2.3533359573333335
"[2, 8, 4, 8, 8, 2, 4, 4, 8]",59.600002566973366,7.406754186452568,5.333333333333333,2.3541317973333333
"[2, 8, 4, 8, 8, 2, 4, 8, 2]",31.733334064483643,0.44969157434123763,5.111111111111111,2.3529380373333333
"[2, 8, 4, 8, 8, 2, 4, 8, 4]",52.266669273376465,0.9741088402766004,5.333333333333333,2.3533359573333335
"[2, 8, 4, 8, 8, 2, 4, 8, 8]",60.06666819254557,3.2887021112317623,5.777777777777778,2.3541317973333333
"[2, 8, 4, 8, 8, 2, 8, 2, 2]",39.43333625793457,8.348387916991069,4.888888888888889,2.3577907733333334
"[2, 8, 4, 8, 8, 2, 8, 2, 4]",66.43333832422893,2.495773731426608,5.111111111111111,2.3581886933333336
"[2, 8, 4, 8, 8, 2, 8, 2, 8]",55.46666979789734,7.2278775784992355,5.555555555555555,2.3589845333333335
"[2, 8, 4, 8, 8, 2, 8, 4, 2]",46.7000017563502,15.961831277129583,5.111111111111111,2.3577907733333334
"[2, 8, 4, 8, 8, 2, 8, 4, 4]",56.56666855017344,7.3295443754694745,5.333333333333333,2.3581886933333336
"[2, 8, 4, 8, 8, 2, 8, 4, 8]",51.73333485921224,4.970805119628922,5.777777777777778,2.3589845333333335
"[2, 8, 4, 8, 8, 2, 8, 8, 2]",42.900002002716064,8.2223270871446,5.555555555555555,2.3577907733333334
"[2, 8, 4, 8, 8, 2, 8, 8, 4]",59.233335653940834,6.744051418927945,5.777777777777778,2.3581886933333336
"[2, 8, 4, 8, 8, 2, 8, 8, 8]",58.566669623057045,3.8134268673849916,6.222222222222222,2.3589845333333335
"[2, 8, 4, 8, 8, 4, 2, 2, 2]",41.3666695356369,0.6182410933456794,4.444444444444445,2.3529380373333333
"[2, 8, 4, 8, 8, 4, 2, 2, 4]",67.90000398953755,1.77200569509619,4.666666666666667,2.3533359573333335
"[2, 8, 4, 8, 8, 4, 2, 2, 8]",67.53333608309428,1.189770708621231,5.111111111111111,2.3541317973333333
"[2, 8, 4, 8, 8, 4, 2, 4, 2]",40.23333489894867,2.713341029895989,4.666666666666667,2.3529380373333333
"[2, 8, 4, 8, 8, 4, 2, 4, 4]",73.23333819707234,2.522344015512182,4.888888888888889,2.3533359573333335
"[2, 8, 4, 8, 8, 4, 2, 4, 8]",72.30000297228496,4.545327193664165,5.333333333333333,2.3541317973333333
"[2, 8, 4, 8, 8, 4, 2, 8, 2]",41.10000232855479,3.691432003947392,5.111111111111111,2.3529380373333333
"[2, 8, 4, 8, 8, 4, 2, 8, 4]",67.10000236829121,2.393045887258478,5.333333333333333,2.3533359573333335
"[2, 8, 4, 8, 8, 4, 2, 8, 8]",70.93333601951599,1.388843634228892,5.777777777777778,2.3541317973333333
"[2, 8, 4, 8, 8, 4, 4, 2, 2]",39.433335264523826,3.4101168331177862,4.666666666666667,2.3553644053333334
"[2, 8, 4, 8, 8, 4, 4, 2, 4]",63.56667081514994,0.9741095881390772,4.888888888888889,2.3557623253333335
"[2, 8, 4, 8, 8, 4, 4, 2, 8]",68.66666873296101,1.376792459552286,5.333333333333333,2.3565581653333334
"[2, 8, 4, 8, 8, 4, 4, 4, 2]",42.833335200945534,2.2528997872184484,4.888888888888889,2.3553644053333334
"[2, 8, 4, 8, 8, 4, 4, 4, 4]",70.73333660761516,2.8709278674316527,5.111111111111111,2.3557623253333335
"[2, 8, 4, 8, 8, 4, 4, 4, 8]",73.4000027179718,1.256981870868759,5.555555555555555,2.3565581653333334
"[2, 8, 4, 8, 8, 4, 4, 8, 2]",40.66666861375173,1.0143425819674445,5.333333333333333,2.3553644053333334
"[2, 8, 4, 8, 8, 4, 4, 8, 4]",70.13333638509114,2.559078657822824,5.555555555555555,2.3557623253333335
"[2, 8, 4, 8, 8, 4, 4, 8, 8]",67.70000457763672,1.1045364514026652,6.0,2.3565581653333334
"[2, 8, 4, 8, 8, 4, 8, 2, 2]",62.40000327428182,3.3146133897827252,5.111111111111111,2.3602171413333335
"[2, 8, 4, 8, 8, 4, 8, 2, 4]",68.96667083104451,2.174600513354368,5.333333333333333,2.3606150613333337
"[2, 8, 4, 8, 8, 4, 8, 2, 8]",71.63333495457967,2.6132147002542117,5.777777777777778,2.3614109013333335
"[2, 8, 4, 8, 8, 4, 8, 4, 2]",52.53333648045858,7.626853734769984,5.333333333333333,2.3602171413333335
"[2, 8, 4, 8, 8, 4, 8, 4, 4]",68.93333594004314,6.262233473131062,5.555555555555555,2.3606150613333337
"[2, 8, 4, 8, 8, 4, 8, 4, 8]",68.83333524068196,2.6662493224202297,6.0,2.3614109013333335
"[2, 8, 4, 8, 8, 4, 8, 8, 2]",51.60000026226044,2.3622018504852456,5.777777777777778,2.3602171413333335
"[2, 8, 4, 8, 8, 4, 8, 8, 4]",67.7666703859965,1.9189113550479766,6.0,2.3606150613333337
"[2, 8, 4, 8, 8, 4, 8, 8, 8]",66.8333351612091,1.4007924588350953,6.444444444444445,2.3614109013333335
"[2, 8, 4, 8, 8, 8, 2, 2, 2]",40.866668025652565,0.7039567555517732,4.888888888888889,2.3577907733333334
"[2, 8, 4, 8, 8, 8, 2, 2, 4]",67.40000446637471,3.0594128428099254,5.111111111111111,2.3581886933333336
"[2, 8, 4, 8, 8, 8, 2, 2, 8]",71.5666691462199,3.0575957461269105,5.555555555555555,2.3589845333333335
"[2, 8, 4, 8, 8, 8, 2, 4, 2]",39.766669273376465,2.2095757039113457,5.111111111111111,2.3577907733333334
"[2, 8, 4, 8, 8, 8, 2, 4, 4]",69.46667035420735,1.6027744041217817,5.333333333333333,2.3581886933333336
"[2, 8, 4, 8, 8, 8, 2, 4, 8]",72.73333668708801,2.0038861192698976,5.777777777777778,2.3589845333333335
"[2, 8, 4, 8, 8, 8, 2, 8, 2]",47.20000127951304,13.79637596814813,5.555555555555555,2.3577907733333334
"[2, 8, 4, 8, 8, 8, 2, 8, 4]",69.50000325838725,1.8384764397341056,5.777777777777778,2.3581886933333336
"[2, 8, 4, 8, 8, 8, 2, 8, 8]",69.3000038464864,0.8640977517751566,6.222222222222222,2.3589845333333335
"[2, 8, 4, 8, 8, 8, 4, 2, 2]",44.466668367385864,4.482806644618391,5.111111111111111,2.3602171413333335
"[2, 8, 4, 8, 8, 8, 4, 2, 4]",67.46666828791301,2.5952955414475705,5.333333333333333,2.3606150613333337
"[2, 8, 4, 8, 8, 8, 4, 2, 8]",68.63333582878113,4.711924743731902,5.777777777777778,2.3614109013333335
"[2, 8, 4, 8, 8, 8, 4, 4, 2]",45.10000248750051,2.4752108696011885,5.333333333333333,2.3602171413333335
"[2, 8, 4, 8, 8, 8, 4, 4, 4]",72.33333587646484,1.6539531874300055,5.555555555555555,2.3606150613333337
"[2, 8, 4, 8, 8, 8, 4, 4, 8]",71.03333870569865,1.0780650954263407,6.0,2.3614109013333335
"[2, 8, 4, 8, 8, 8, 4, 8, 2]",41.866668065389,0.7408706536635858,5.777777777777778,2.3602171413333335
"[2, 8, 4, 8, 8, 8, 4, 8, 4]",69.36666965484619,0.3091194218895737,6.0,2.3606150613333337
"[2, 8, 4, 8, 8, 8, 4, 8, 8]",70.83333532015483,3.5798819600257756,6.444444444444445,2.3614109013333335
"[2, 8, 4, 8, 8, 8, 8, 2, 2]",60.36667029062907,3.1689473166178814,5.555555555555555,2.3650698773333336
"[2, 8, 4, 8, 8, 8, 8, 2, 4]",66.8333351612091,1.087301292145793,5.777777777777778,2.3654677973333333
"[2, 8, 4, 8, 8, 8, 8, 2, 8]",68.93333792686462,2.123413894468693,6.222222222222222,2.3662636373333337
"[2, 8, 4, 8, 8, 8, 8, 4, 2]",56.73333505789439,7.989298548358239,5.777777777777778,2.3650698773333336
"[2, 8, 4, 8, 8, 8, 8, 4, 4]",69.10000244776408,2.8855951359135683,6.0,2.3654677973333333
"[2, 8, 4, 8, 8, 8, 8, 4, 8]",72.93333609898885,2.8871376557048927,6.444444444444445,2.3662636373333337
"[2, 8, 4, 8, 8, 8, 8, 8, 2]",58.966670433680214,4.008601055999122,6.222222222222222,2.3650698773333336
"[2, 8, 4, 8, 8, 8, 8, 8, 4]",69.93333697319031,3.7240955344225966,6.444444444444445,2.3654677973333333
"[2, 8, 4, 8, 8, 8, 8, 8, 8]",73.86666933695476,3.981066549623553,6.888888888888889,2.3662636373333337
"[2, 8, 8, 2, 2, 2, 2, 2, 2]",55.30000329017639,16.671734530456998,3.3333333333333335,2.992341504
"[2, 8, 8, 2, 2, 2, 2, 2, 4]",72.56667017936707,1.6779620681303098,3.5555555555555554,2.992739424
"[2, 8, 8, 2, 2, 2, 2, 2, 8]",68.7000036239624,3.102686891749226,4.0,2.993535264
"[2, 8, 8, 2, 2, 2, 2, 4, 2]",64.36667044957478,2.0138418703694643,3.5555555555555554,2.992341504
"[2, 8, 8, 2, 2, 2, 2, 4, 4]",70.46666940053304,2.3570231659131387,3.7777777777777777,2.992739424
"[2, 8, 8, 2, 2, 2, 2, 4, 8]",69.6666697661082,1.6937799492537238,4.222222222222222,2.993535264
"[2, 8, 8, 2, 2, 2, 2, 8, 2]",53.13333570957184,3.4874383840436387,4.0,2.992341504
"[2, 8, 8, 2, 2, 2, 2, 8, 4]",67.7666703859965,3.210747763501229,4.222222222222222,2.992739424
"[2, 8, 8, 2, 2, 2, 2, 8, 8]",67.10000236829121,3.0099842409506254,4.666666666666667,2.993535264
"[2, 8, 8, 2, 2, 2, 4, 2, 2]",66.8333371480306,2.205045525582571,3.5555555555555554,2.994767872
"[2, 8, 8, 2, 2, 2, 4, 2, 4]",70.33333579699199,1.155661549710107,3.7777777777777777,2.995165792
"[2, 8, 8, 2, 2, 2, 4, 2, 8]",70.8666721979777,2.3669013108538186,4.222222222222222,2.995961632
"[2, 8, 8, 2, 2, 2, 4, 4, 2]",60.13333797454834,5.576338023925983,3.7777777777777777,2.994767872
"[2, 8, 8, 2, 2, 2, 4, 4, 4]",68.96667083104451,4.543370804668362,4.0,2.995165792
"[2, 8, 8, 2, 2, 2, 4, 4, 8]",71.30000193913777,2.4262454292246045,4.444444444444445,2.995961632
"[2, 8, 8, 2, 2, 2, 4, 8, 2]",54.76666788260142,8.785340548306147,4.222222222222222,2.994767872
"[2, 8, 8, 2, 2, 2, 4, 8, 4]",72.10000356038411,2.572934600726864,4.444444444444445,2.995165792
"[2, 8, 8, 2, 2, 2, 4, 8, 8]",67.40000247955322,1.0801224196486507,4.888888888888889,2.995961632
"[2, 8, 8, 2, 2, 2, 8, 2, 2]",64.90000287691753,1.2027739517195872,4.0,2.999620608
"[2, 8, 8, 2, 2, 2, 8, 2, 4]",73.60000212987264,2.092844780486427,4.222222222222222,3.000018528
"[2, 8, 8, 2, 2, 2, 8, 2, 8]",69.36666965484619,0.9568454282141234,4.666666666666667,3.000814368
"[2, 8, 8, 2, 2, 2, 8, 4, 2]",60.50000190734863,2.4859604619261813,4.222222222222222,2.999620608
"[2, 8, 8, 2, 2, 2, 8, 4, 4]",68.26666990915935,1.744195458420905,4.444444444444445,3.000018528
"[2, 8, 8, 2, 2, 2, 8, 4, 8]",66.63333773612976,3.3717801025416936,4.888888888888889,3.000814368
"[2, 8, 8, 2, 2, 2, 8, 8, 2]",61.96666955947876,2.628477186710881,4.666666666666667,2.999620608
"[2, 8, 8, 2, 2, 2, 8, 8, 4]",66.63333773612976,2.036884439806839,4.888888888888889,3.000018528
"[2, 8, 8, 2, 2, 2, 8, 8, 8]",65.93333681424458,7.145317498320522,5.333333333333333,3.000814368
"[2, 8, 8, 2, 2, 4, 2, 2, 2]",68.4333364168803,3.151013900424339,3.5555555555555554,2.994767872
"[2, 8, 8, 2, 2, 4, 2, 2, 4]",73.20000330607097,2.913187724547981,3.7777777777777777,2.995165792
"[2, 8, 8, 2, 2, 4, 2, 2, 8]",72.13333646456401,0.740868240097939,4.222222222222222,2.995961632
"[2, 8, 8, 2, 2, 4, 2, 4, 2]",67.93333490689595,2.309882775993858,3.7777777777777777,2.994767872
"[2, 8, 8, 2, 2, 4, 2, 4, 4]",71.10000451405843,1.3490734712027583,4.0,2.995165792
"[2, 8, 8, 2, 2, 4, 2, 4, 8]",72.30000297228496,1.358922067069276,4.444444444444445,2.995961632
"[2, 8, 8, 2, 2, 4, 2, 8, 2]",67.00000166893005,2.2464789892682577,4.222222222222222,2.994767872
"[2, 8, 8, 2, 2, 4, 2, 8, 4]",72.10000356038411,2.1275958620343944,4.444444444444445,2.995165792
"[2, 8, 8, 2, 2, 4, 2, 8, 8]",71.83333834012349,1.3199325233449735,4.888888888888889,2.995961632
"[2, 8, 8, 2, 2, 4, 4, 2, 2]",58.66667032241821,5.402058557311179,3.7777777777777777,2.99719424
"[2, 8, 8, 2, 2, 4, 4, 2, 4]",71.76667054494222,1.391244198678865,4.0,2.99759216
"[2, 8, 8, 2, 2, 4, 4, 2, 8]",72.00000286102295,1.6573080135991558,4.444444444444445,2.998388
"[2, 8, 8, 2, 2, 4, 4, 4, 2]",66.86667203903198,2.824103420934392,4.0,2.99719424
"[2, 8, 8, 2, 2, 4, 4, 4, 4]",64.06667033831279,5.067765226603956,4.222222222222222,2.99759216
"[2, 8, 8, 2, 2, 4, 4, 4, 8]",70.9000011285146,1.12249763233648,4.666666666666667,2.998388
"[2, 8, 8, 2, 2, 4, 4, 8, 2]",62.63333559036255,6.933174378073954,4.444444444444445,2.99719424
"[2, 8, 8, 2, 2, 4, 4, 8, 4]",71.5333382288615,1.8553232741766565,4.666666666666667,2.99759216
"[2, 8, 8, 2, 2, 4, 4, 8, 8]",71.80000344912212,0.43205117518789243,5.111111111111111,2.998388
"[2, 8, 8, 2, 2, 4, 8, 2, 2]",64.26666975021362,3.2826126864959266,4.222222222222222,3.002046976
"[2, 8, 8, 2, 2, 4, 8, 2, 4]",73.00000389417012,2.1602466787376184,4.444444444444445,3.002444896
"[2, 8, 8, 2, 2, 4, 8, 2, 8]",72.1666693687439,1.1897714879167358,4.888888888888889,3.003240736
"[2, 8, 8, 2, 2, 4, 8, 4, 2]",62.73333628972372,4.443224053094789,4.444444444444445,3.002046976
"[2, 8, 8, 2, 2, 4, 8, 4, 4]",68.4000035127004,1.5748014859843757,4.666666666666667,3.002444896
"[2, 8, 8, 2, 2, 4, 8, 4, 8]",71.93333705266316,0.740870474881955,5.111111111111111,3.003240736
"[2, 8, 8, 2, 2, 4, 8, 8, 2]",64.53333695729573,4.054902999205337,4.888888888888889,3.002046976
"[2, 8, 8, 2, 2, 4, 8, 8, 4]",69.93333697319031,0.7318184131460328,5.111111111111111,3.002444896
"[2, 8, 8, 2, 2, 4, 8, 8, 8]",71.50000333786011,0.8524493009076045,5.555555555555555,3.003240736
"[2, 8, 8, 2, 2, 8, 2, 2, 2]",59.96666749318441,4.0803045037338705,4.0,2.999620608
"[2, 8, 8, 2, 2, 8, 2, 2, 4]",70.53333918253581,2.451303612724011,4.222222222222222,3.000018528
"[2, 8, 8, 2, 2, 8, 2, 2, 8]",72.46667146682739,1.5627628790244115,4.666666666666667,3.000814368
"[2, 8, 8, 2, 2, 8, 2, 4, 2]",66.23333692550659,0.5734883585275591,4.222222222222222,2.999620608
"[2, 8, 8, 2, 2, 8, 2, 4, 4]",68.16667119661967,2.3626718681744925,4.444444444444445,3.000018528
"[2, 8, 8, 2, 2, 8, 2, 4, 8]",72.56667216618855,0.9843211099719701,4.888888888888889,3.000814368
"[2, 8, 8, 2, 2, 8, 2, 8, 2]",61.500000953674316,3.8218670898755613,4.666666666666667,2.999620608
"[2, 8, 8, 2, 2, 8, 2, 8, 4]",70.53333719571431,1.3912439606641238,4.888888888888889,3.000018528
"[2, 8, 8, 2, 2, 8, 2, 8, 8]",72.7666695912679,1.1953630796563304,5.333333333333333,3.000814368
"[2, 8, 8, 2, 2, 8, 4, 2, 2]",62.66667048136393,3.1255217320961988,4.222222222222222,3.002046976
"[2, 8, 8, 2, 2, 8, 4, 2, 4]",67.7666703859965,2.217103738646984,4.444444444444445,3.002444896
"[2, 8, 8, 2, 2, 8, 4, 2, 8]",69.83333627382915,6.176477381387425,4.888888888888889,3.003240736
"[2, 8, 8, 2, 2, 8, 4, 4, 2]",65.23333787918091,4.331538297970718,4.444444444444445,3.002046976
"[2, 8, 8, 2, 2, 8, 4, 4, 4]",72.7666695912679,2.577250846243755,4.666666666666667,3.002444896
"[2, 8, 8, 2, 2, 8, 4, 4, 8]",71.63333694140117,0.20548039972922458,5.111111111111111,3.003240736
"[2, 8, 8, 2, 2, 8, 4, 8, 2]",60.133335987726845,2.989239274451263,4.888888888888889,3.002046976
"[2, 8, 8, 2, 2, 8, 4, 8, 4]",69.56667105356853,0.8993806450411692,5.111111111111111,3.002444896
"[2, 8, 8, 2, 2, 8, 4, 8, 8]",71.833336353302,0.7930250453335232,5.555555555555555,3.003240736
"[2, 8, 8, 2, 2, 8, 8, 2, 2]",64.90000089009602,1.728198262708977,4.666666666666667,3.006899712
"[2, 8, 8, 2, 2, 8, 8, 2, 4]",72.70000179608662,1.358922067069276,4.888888888888889,3.007297632
"[2, 8, 8, 2, 2, 8, 8, 2, 8]",71.63333495457967,1.9601592329657964,5.333333333333333,3.008093472
"[2, 8, 8, 2, 2, 8, 8, 4, 2]",63.200002908706665,2.942788795294657,4.888888888888889,3.006899712
"[2, 8, 8, 2, 2, 8, 8, 4, 4]",69.90000406901042,2.647011340764714,5.111111111111111,3.007297632
"[2, 8, 8, 2, 2, 8, 8, 4, 8]",70.06667057673137,3.210747763501229,5.555555555555555,3.008093472
"[2, 8, 8, 2, 2, 8, 8, 8, 2]",67.50000317891438,5.499697070304643,5.333333333333333,3.006899712
"[2, 8, 8, 2, 2, 8, 8, 8, 4]",68.50000222524007,2.7856795919917356,5.555555555555555,3.007297632
"[2, 8, 8, 2, 2, 8, 8, 8, 8]",73.53333632151286,1.0077469473733953,6.0,3.008093472
"[2, 8, 8, 2, 4, 2, 2, 2, 2]",64.30000265439351,1.5253415220386515,3.5555555555555554,2.9991592
"[2, 8, 8, 2, 4, 2, 2, 2, 4]",72.70000378290813,1.3490734712027583,3.7777777777777777,2.99955712
"[2, 8, 8, 2, 4, 2, 2, 2, 8]",71.60000205039978,1.3441225561547616,4.222222222222222,3.00035296
"[2, 8, 8, 2, 4, 2, 2, 4, 2]",64.13333614667256,2.9409003840152628,3.7777777777777777,2.9991592
"[2, 8, 8, 2, 4, 2, 2, 4, 4]",70.73333660761516,1.6819314495038167,4.0,2.99955712
"[2, 8, 8, 2, 4, 2, 2, 4, 8]",71.33333683013916,3.308911540465325,4.444444444444445,3.00035296
"[2, 8, 8, 2, 4, 2, 2, 8, 2]",61.66666944821676,4.736618445784298,4.222222222222222,2.9991592
"[2, 8, 8, 2, 4, 2, 2, 8, 4]",71.36666973431905,1.1085538706888958,4.444444444444445,2.99955712
"[2, 8, 8, 2, 4, 2, 2, 8, 8]",73.26667110125224,0.590668976149313,4.888888888888889,3.00035296
"[2, 8, 8, 2, 4, 2, 4, 2, 2]",69.16666825612386,1.5755069502121695,3.7777777777777777,3.001585568
"[2, 8, 8, 2, 4, 2, 4, 2, 4]",71.20000123977661,2.515286125910297,4.0,3.001983488
"[2, 8, 8, 2, 4, 2, 4, 2, 8]",70.33333778381348,1.6499142492862664,4.444444444444445,3.002779328
"[2, 8, 8, 2, 4, 2, 4, 4, 2]",63.00000150998434,1.061445928070187,4.0,3.001585568
"[2, 8, 8, 2, 4, 2, 4, 4, 4]",72.96666900316875,2.6737412677039445,4.222222222222222,3.001983488
"[2, 8, 8, 2, 4, 2, 4, 4, 8]",73.00000389417012,1.0677097098507546,4.666666666666667,3.002779328
"[2, 8, 8, 2, 4, 2, 4, 8, 2]",61.13333503405253,0.8178558689505435,4.444444444444445,3.001585568
"[2, 8, 8, 2, 4, 2, 4, 8, 4]",68.93333594004314,5.375460345641513,4.666666666666667,3.001983488
"[2, 8, 8, 2, 4, 2, 4, 8, 8]",68.0666704972585,2.3156498484251657,5.111111111111111,3.002779328
"[2, 8, 8, 2, 4, 2, 8, 2, 2]",66.60000483194987,1.0230663467158339,4.222222222222222,3.006438304
"[2, 8, 8, 2, 4, 2, 8, 2, 4]",72.06666866938274,3.7676973983444775,4.444444444444445,3.006836224
"[2, 8, 8, 2, 4, 2, 8, 2, 8]",70.86666822433472,2.671246882343608,4.888888888888889,3.007632064
"[2, 8, 8, 2, 4, 2, 8, 4, 2]",64.90000287691753,2.453570360062563,4.444444444444445,3.006438304
"[2, 8, 8, 2, 4, 2, 8, 4, 4]",75.16667048136394,1.4839870523266774,4.666666666666667,3.006836224
"[2, 8, 8, 2, 4, 2, 8, 4, 8]",75.46667059262593,2.12498310456393,5.111111111111111,3.007632064
"[2, 8, 8, 2, 4, 2, 8, 8, 2]",63.43333721160889,3.8724096115747417,4.888888888888889,3.006438304
"[2, 8, 8, 2, 4, 2, 8, 8, 4]",71.63333694140117,0.47842451367696803,5.111111111111111,3.006836224
"[2, 8, 8, 2, 4, 2, 8, 8, 8]",71.66667183240254,0.9533565952782481,5.555555555555555,3.007632064
"[2, 8, 8, 2, 4, 4, 2, 2, 2]",70.20000418027242,3.9824618133648584,3.7777777777777777,3.001585568
"[2, 8, 8, 2, 4, 4, 2, 2, 4]",73.80000154177348,0.7257188215125574,4.0,3.001983488
"[2, 8, 8, 2, 4, 4, 2, 2, 8]",73.56667121251424,1.2762799551476105,4.444444444444445,3.002779328
"[2, 8, 8, 2, 4, 4, 2, 4, 2]",67.60000387827556,3.1187608014101067,4.0,3.001585568
"[2, 8, 8, 2, 4, 4, 2, 4, 4]",70.80000440279643,2.6089584615073624,4.222222222222222,3.001983488
"[2, 8, 8, 2, 4, 4, 2, 4, 8]",74.36667084693909,2.099736912712938,4.666666666666667,3.002779328
"[2, 8, 8, 2, 4, 4, 2, 8, 2]",65.76667030652364,3.965124642079708,4.444444444444445,3.001585568
"[2, 8, 8, 2, 4, 4, 2, 8, 4]",72.23333517710368,3.0728208713580534,4.666666666666667,3.001983488
"[2, 8, 8, 2, 4, 4, 2, 8, 8]",74.0000049273173,1.529706421404963,5.111111111111111,3.002779328
"[2, 8, 8, 2, 4, 4, 4, 2, 2]",67.53333608309428,2.0548049641776136,4.0,3.004011936
"[2, 8, 8, 2, 4, 4, 4, 2, 4]",70.80000440279643,0.9626350555795519,4.222222222222222,3.004409856
"[2, 8, 8, 2, 4, 4, 4, 2, 8]",71.60000205039978,2.021550283245261,4.666666666666667,3.005205696
"[2, 8, 8, 2, 4, 4, 4, 4, 2]",65.66666762034099,0.9568472277815966,4.222222222222222,3.004011936
"[2, 8, 8, 2, 4, 4, 4, 4, 4]",73.03333679835002,2.1013233314388144,4.444444444444445,3.004409856
"[2, 8, 8, 2, 4, 4, 4, 4, 8]",72.90000319480896,1.8018519605468517,4.888888888888889,3.005205696
"[2, 8, 8, 2, 4, 4, 4, 8, 2]",66.5333370367686,3.138295494036969,4.666666666666667,3.004011936
"[2, 8, 8, 2, 4, 4, 4, 8, 4]",69.06666954358418,1.1145515114122384,4.888888888888889,3.004409856
"[2, 8, 8, 2, 4, 4, 4, 8, 8]",72.80000448226929,0.8485256423304252,5.333333333333333,3.005205696
"[2, 8, 8, 2, 4, 4, 8, 2, 2]",64.33333555857341,3.288702453575553,4.444444444444445,3.008864672
"[2, 8, 8, 2, 4, 4, 8, 2, 4]",73.00000389417012,2.122890545875484,4.666666666666667,3.009262592
"[2, 8, 8, 2, 4, 4, 8, 2, 8]",71.90000414848328,2.164870252737702,5.111111111111111,3.010058432
"[2, 8, 8, 2, 4, 4, 8, 4, 2]",71.26666903495789,1.347423712925329,4.666666666666667,3.008864672
"[2, 8, 8, 2, 4, 4, 8, 4, 4]",72.36666878064473,1.8080065360171185,4.888888888888889,3.009262592
"[2, 8, 8, 2, 4, 4, 8, 4, 8]",72.33333587646484,1.8061609647374044,5.333333333333333,3.010058432
"[2, 8, 8, 2, 4, 4, 8, 8, 2]",64.33333555857341,0.8259680376438521,5.111111111111111,3.008864672
"[2, 8, 8, 2, 4, 4, 8, 8, 4]",70.63333590825398,2.2573342383106247,5.333333333333333,3.009262592
"[2, 8, 8, 2, 4, 4, 8, 8, 8]",75.76667070388794,0.8055372085540299,5.777777777777778,3.010058432
"[2, 8, 8, 2, 4, 8, 2, 2, 2]",73.30000400543213,1.4445287819651251,4.222222222222222,3.006438304
"[2, 8, 8, 2, 4, 8, 2, 2, 4]",73.30000400543213,2.709245297189077,4.444444444444445,3.006836224
"[2, 8, 8, 2, 4, 8, 2, 2, 8]",74.76666967074077,0.5557788000891578,4.888888888888889,3.007632064
"[2, 8, 8, 2, 4, 8, 2, 4, 2]",68.73333652814229,1.0624927365927024,4.444444444444445,3.006438304
"[2, 8, 8, 2, 4, 8, 2, 4, 4]",70.70000370343526,2.092844780486427,4.666666666666667,3.006836224
"[2, 8, 8, 2, 4, 8, 2, 4, 8]",73.30000201861064,2.483277836335298,5.111111111111111,3.007632064
"[2, 8, 8, 2, 4, 8, 2, 8, 2]",61.5333358446757,1.0338697522947078,4.888888888888889,3.006438304
"[2, 8, 8, 2, 4, 8, 2, 8, 4]",74.9666690826416,0.8993831486824753,5.111111111111111,3.006836224
"[2, 8, 8, 2, 4, 8, 2, 8, 8]",69.90000406901042,1.74547084908521,5.555555555555555,3.007632064
"[2, 8, 8, 2, 4, 8, 4, 2, 2]",69.9333389600118,3.4567165879164485,4.444444444444445,3.008864672
"[2, 8, 8, 2, 4, 8, 4, 2, 4]",75.23333827654521,0.98432110997197,4.666666666666667,3.009262592
"[2, 8, 8, 2, 4, 8, 4, 2, 8]",75.36666989326477,0.4921618333495138,5.111111111111111,3.010058432
"[2, 8, 8, 2, 4, 8, 4, 4, 2]",67.43333538373311,4.620485294399096,4.666666666666667,3.008864672
"[2, 8, 8, 2, 4, 8, 4, 4, 4]",73.4000027179718,1.3880457838543625,4.888888888888889,3.009262592
"[2, 8, 8, 2, 4, 8, 4, 4, 8]",72.73333668708801,2.075787681487727,5.333333333333333,3.010058432
"[2, 8, 8, 2, 4, 8, 4, 8, 2]",66.566667954127,5.201496153154049,5.111111111111111,3.008864672
"[2, 8, 8, 2, 4, 8, 4, 8, 4]",71.70000274976094,1.5513437660524796,5.333333333333333,3.009262592
"[2, 8, 8, 2, 4, 8, 4, 8, 8]",72.4666694800059,3.387559898507447,5.777777777777778,3.010058432
"[2, 8, 8, 2, 4, 8, 8, 2, 2]",66.96667075157166,9.283079508159883,4.888888888888889,3.013717408
"[2, 8, 8, 2, 4, 8, 8, 2, 4]",73.83333643277486,2.0171498192777775,5.111111111111111,3.014115328
"[2, 8, 8, 2, 4, 8, 8, 2, 8]",73.56666922569275,1.6659986117124477,5.555555555555555,3.014911168
