bit_width_lambda,accuracy_mean,accuracy_std,bit_operations_mean,bit_operations_std,average_bit_width_mean,average_bit_width_std
1.0,73.20000350475311,0.8000002056383247,5185883072.0,841258666.6666666,4.0,0.22222222222222232
0.1,77.42000341415405,0.31559484417388667,6885670613.333333,0.0,5.333333333333334,8.881784197001252e-16
-1e-08,78.02000343799591,0.34292811180628024,10341480832.0,0.0,7.288888888888887,0.13333333333333314
